symbol,name,price,marketCap,volume,industry
WDAY,Workday Inc. Class A Common Stock,128.14,31994706505.0,10781733,Technology
EL,Estee Lauder Companies Inc. (The) Common Stock,88.32,31953726893.0,8105787,Consumer Discretionary
RPRX,Royalty Pharma plc Class A Ordinary Shares ,54.5,31382855118.0,3053951,Health Care
MTB,M&T Bank Corporation Common Stock,213.18,31219157891.0,718832,Finance
AXON,Axon Enterprise Inc. Common Stock,386.0,31112401722.0,1323964,Industrials
ZM,Zoom Communications Inc. Class A Common Stock,105.64,31065725409.0,9626500,Technology
NTRS,Northern Trust Corporation Common Stock,167.77,31045378475.0,728905,Finance
AEE,Ameren Corporation Common Stock,111.29,30799687345.0,1816627,Utilities
CQP,Cheniere Energy Partners LP Common Units,63.39,30684190857.0,45342,Utilities
CASY,Casey's General Stores Inc. Common Stock,825.02,30491938931.0,488109,Consumer Discretionary
VICI,VICI Properties Inc. Common Stock,28.5,30467360330.0,12160847,Real Estate
FISV,Fiserv Inc. Common Stock,57.13,30464800220.0,6466052,Consumer Discretionary
EXR,Extra Space Storage Inc Common Stock,143.3,30273692129.0,801867,Real Estate
DTE,DTE Energy Company Common Stock,145.3,30226513879.0,1070380,Utilities
MTZ,MasTec Inc. Common Stock,382.11,30193780433.0,654225,Industrials
RMD,ResMed Inc. Common Stock,208.05,30178980691.0,1095707,Health Care
ATO,Atmos Energy Corporation Common Stock,177.81,29680013550.0,1472584,Utilities
AGNCN,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock,25.78,29593616632.0,8422,Real Estate
RJF,Raymond James Financial Inc. Common Stock,151.46,29516984330.0,1336632,Finance
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,385.98,29448642849.0,970541,Technology
AGNCO,AGNC Investment Corp. Depositary Shares each representing a 1/1000th interest in a share of 6.50% Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock,25.57,29352551485.0,8168,Real Estate
DVN,Devon Energy Corporation Common Stock,47.22,29345113977.0,9118730,Energy
ZS,Zscaler Inc. Common Stock,182.37,29323400506.0,3996539,Technology
GEHC,GE HealthCare Technologies Inc. Common Stock ,64.23,29217699415.0,3181552,Health Care
CNC,Centene Corporation Common Stock,59.14,29203154580.0,2917604,Health Care
NTRA,Natera Inc. Common Stock,203.19,29099933469.0,1036323,Health Care
AGNCZ,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 8.75% Series H Fixed-Rate Cumulative Redeemable Preferred Stock,25.32,29065569167.0,13323,Uncategorized
NRG,NRG Energy Inc. Common Stock,137.65,29042287596.0,2147843,Utilities
P,Everpure Inc. Class A common stock,87.2,28963707069.0,5086470,Technology
CPNG,Coupang Inc. Class A Common Stock,16.12,28936434920.0,16357451,Consumer Discretionary
FTS,Fortis Inc. Common Shares,56.48,28755831558.0,523337,Utilities
FICO,Fair Isaac Corporation Common Stock,1239.91,28754636258.0,303263,Consumer Discretionary
TDY,Teledyne Technologies Incorporated Common Stock,620.45,28744913672.0,280858,Industrials
AGNCP,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,24.97,28663793922.0,33330,Real Estate
BIIB,Biogen Inc. Common Stock,193.76,28606167790.0,892915,Health Care
AGNCM,AGNC Investment Corp. Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock,24.88,28560480287.0,9911,Real Estate
TWLO,Twilio Inc. Class A Common Stock,187.88,28515272817.0,1322858,Technology
AGNCL,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock,24.84,28514563116.0,6528,Real Estate
DOV,Dover Corporation Common Stock,209.9,28265430799.0,566597,Industrials
VRSN,VeriSign Inc. Common Stock,310.0,28210000000.0,896472,Technology
KHC,The Kraft Heinz Company Common Stock,23.79,28209650008.0,11189605,Consumer Staples
CRCL,Circle Internet Group Inc. Class A Common Stock,113.12,28118920514.0,9743239,Finance
IQV,IQVIA Holdings Inc. Common Stock,167.9,28022510000.0,1790977,Health Care
CNP,CenterPoint Energy Inc (Holding Co) Common Stock,42.83,28018078828.0,4955569,Utilities
TPR,Tapestry Inc. Common Stock,138.49,27981172442.0,1321300,Consumer Discretionary
OTIS,Otis Worldwide Corporation Common Stock ,72.77,27923018851.0,3585892,Technology
DXCM,DexCom Inc. Common Stock,72.1,27821441642.0,6727078,Health Care
IR,Ingersoll Rand Inc. Common Stock,70.91,27749694899.0,4447995,Industrials
TPL,Texas Pacific Land Corporation Common Stock,402.03,27729789691.0,288311,Energy
FSLR,First Solar Inc. Common Stock,257.85,27706849650.0,2476672,Technology
NTAP,NetApp Inc. Common Stock,139.36,27499964544.0,6667696,Technology
EIX,Edison International Common Stock,71.18,27389632720.0,1767618,Utilities
PPL,PPL Corporation Common Stock,36.32,27325365148.0,6548574,Utilities
RDDT,Reddit Inc. Class A Common Stock,141.67,27262287559.0,7832411,Technology
CW,Curtiss-Wright Corporation Common Stock,731.24,27012856763.0,191482,Technology
FOXA,Fox Corporation Class A Common Stock,63.98,26883520434.0,1557563,Industrials
FE,FirstEnergy Corp. Common Stock,46.31,26787147714.0,4452035,Utilities
CFG,Citizens Financial Group Inc. Common Stock,62.89,26595045332.0,2741202,Finance
ES,Eversource Energy (D/B/A) Common Stock,70.0,26325601750.0,2578914,Utilities
MDB,MongoDB Inc. Class A Common Stock,326.13,26253443475.0,1263393,Technology
XYL,Xylem Inc. Common Stock New,110.28,26212838408.0,1540576,Industrials
VEEV,Veeva Systems Inc. Class A Common Stock,160.17,26124296404.0,2018376,Technology
CINF,Cincinnati Financial Corporation Common Stock,168.1,26002841330.0,332382,Finance
DOW,Dow Inc. Common Stock ,36.01,25953899182.0,9010408,Industrials
FTAI,FTAI Aviation Ltd. Common Stock,252.13,25864244730.0,1191968,Industrials
STRK,Strategy Inc 8.00% Series A Perpetual Strike Preferred Stock,73.78,25856043996.0,65889,Technology
AVB,AvalonBay Communities Inc. Common Stock,185.65,25826155610.0,1311866,Real Estate
STRD,Strategy Inc 10.00% Series A Perpetual Stride Preferred Stock,73.59,25789458900.0,74940,Technology
EXPE,Expedia Group Inc. Common Stock,214.65,25762738828.0,1550487,Consumer Discretionary
STZ,Constellation Brands Inc. Common Stock,149.5,25743670817.0,1403930,Consumer Staples
ROL,Rollins Inc. Common Stock,53.46,25739047424.0,2083160,Consumer Discretionary
WRB,W.R. Berkley Corporation Common Stock,67.54,25143570479.0,1636190,Finance
HUBB,Hubbell Inc Common Stock,475.01,25100372493.0,824784,Technology
TW,Tradeweb Markets Inc. Class A Common Stock,106.2,25065963430.0,1928498,Finance
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,52.75,24996614490.0,9235794,Technology
EQR,Equity Residential Common Shares of Beneficial Interest,66.2,24803268857.0,2034973,Real Estate
AWK,American Water Works Company Inc. Common Stock,125.2,24449121229.0,1121432,Utilities
JBHT,J.B. Hunt Transport Services Inc. Common Stock,258.77,24401804760.0,839622,Industrials
SYF,Synchrony Financial Common Stock,71.83,24161474483.0,2992594,Finance
UTHR,United Therapeutics Corporation Common Stock,568.43,24127996439.0,281482,Health Care
FOX,Fox Corporation Class B Common Stock,57.24,24051464671.0,1212653,Industrials
PPG,PPG Industries Inc. Common Stock,107.78,24024162000.0,1459767,Consumer Discretionary
XPO,XPO Inc. Common Stock,202.92,23824833345.0,1136369,Consumer Discretionary
IONQ,IonQ Inc. Common Stock,63.64,23754899491.0,52492757,Technology
RF,Regions Financial Corporation Common Stock,27.83,23749552543.0,9709592,Finance
FITBM,Fifth Third Bancorp Depositary Shares Representing a 1/40th Ownership Interest in a Share of 6.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series M,26.06,23618478941.0,6683,Finance
SOJC,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077,21.39,23530014036.0,13546,Utilities
EXE,Expand Energy Corporation Common Stock,97.94,23430073471.0,1468053,Energy
BG,Bunge Limited Common Shares,120.71,23419926662.0,1821227,Consumer Staples
KEY,KeyCorp Common Stock,21.56,23375905833.0,6087268,Finance
DRI,Darden Restaurants Inc. Common Stock,203.51,23309018461.0,1503929,Consumer Discretionary
DG,Dollar General Corporation Common Stock,105.65,23266910708.0,2435163,Consumer Discretionary
MKL,Markel Group Inc. Common Stock,1857.89,23249096672.0,66805,Finance
FITBI,Fifth Third Bancorp Depositary Shares,25.59,23192512513.0,35165,Finance
HPQ,HP Inc. Common Stock,25.24,23164889664.0,48645936,Technology
FCNCA,First Citizens BancShares Inc. Class A Common Stock,1991.55,23076038070.0,83541,Finance
INSM,Insmed Incorporated Common Stock,106.24,23027780394.0,2432717,Health Care
CMS,CMS Energy Corporation Common Stock,74.53,23023777937.0,2154138,Utilities
TSN,Tyson Foods Inc. Common Stock,65.05,22906017600.0,2031576,Consumer Staples
RL,Ralph Lauren Corporation Common Stock,377.78,22869446103.0,885578,Industrials
LPLA,LPL Financial Holdings Inc. Common Stock,285.78,22857502017.0,845447,Finance
NI,NiSource Inc Common Stock,47.85,22833806063.0,2489793,Utilities
CHD,Church & Dwight Company Inc. Common Stock,96.25,22805821693.0,1038328,Consumer Discretionary
CPAY,Corpay Inc. Common Stock,347.9,22739411620.0,419941,Consumer Discretionary
WSM,Williams-Sonoma Inc. Common Stock (DE),192.5,22665463975.0,1001739,Consumer Discretionary
FIS,Fidelity National Information Services Inc. Common Stock,43.56,22515255818.0,3860785,Consumer Discretionary
STRL,Sterling Infrastructure Inc. Common Stock,732.94,22490963125.0,547980,Industrials
ULTA,Ulta Beauty Inc. Common Stock,515.04,22435356657.0,481339,Consumer Discretionary
PFG,Principal Financial Group Inc Common Stock,103.85,22432886078.0,724256,Finance
VRSK,Verisk Analytics Inc. Common Stock,171.11,22419147042.0,1660250,Industrials
L,Loews Corporation Common Stock,108.87,22402057204.0,701443,Finance
WST,West Pharmaceutical Services Inc. Common Stock,316.42,22354312010.0,533959,Health Care
FFIV,F5 Inc. Common Stock,393.63,22208308197.0,451386,Telecommunications
FWONK,Liberty Media Corporation Series C Liberty Formula One Common Stock,88.56,22193641500.0,1594697,Industrials
PHM,PulteGroup Inc. Common Stock,116.43,22178326080.0,1294992,Consumer Discretionary
TROW,T. Rowe Price Group Inc. Common Stock,103.39,22153024394.0,2006052,Finance
ATI,ATI Inc. Common Stock,162.29,22147785598.0,1682002,Industrials
LEN,Lennar Corporation Class A Common Stock,88.86,21886066583.0,2179034,Consumer Discretionary
ILMN,Illumina Inc. Common Stock,144.41,21849233000.0,906001,Health Care
AFRM,Affirm Holdings Inc. Class A Common Stock,65.22,21842084409.0,5545790,Finance
SBAC,SBA Communications Corporation Class A Common Stock,205.57,21803374405.0,632068,Real Estate
MKSI,MKS Inc. Common Stock,320.62,21655998640.0,835795,Industrials
DGX,Quest Diagnostics Incorporated Common Stock,195.21,21609049905.0,871520,Health Care
CRS,Carpenter Technology Corporation Common Stock,434.12,21569517881.0,545795,Industrials
SOJD,Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080,19.48,21428923488.0,57322,Utilities
AKAM,Akamai Technologies Inc. Common Stock,147.23,21405099951.0,3736359,Consumer Discretionary
SMCI,Super Micro Computer Inc. Common Stock,35.58,21398469590.0,39371033,Technology
OMC,Omnicom Group Inc. Common Stock,74.93,21355514266.0,2525438,Consumer Discretionary
VLTO,Veralto Corp Common Stock ,86.8,21318016289.0,1559354,Industrials
LH,Labcorp Holdings Inc. Common Stock,259.93,21314260000.0,543427,Health Care
FITBP,Fifth Third Bancorp Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock Series A,23.51,21307384493.0,2518,Finance
STE,STERIS plc (Ireland) Ordinary Shares,216.57,21240108164.0,645596,Health Care
WWD,Woodward Inc. Common Stock,351.36,20935034041.0,561158,Energy
ULS,UL Solutions Inc. Class A Common Stock,102.85,20730766378.0,603723,Health Care
EXPD,Expeditors International of Washington Inc. Common Stock,158.48,20727778758.0,1261973,Industrials
DKS,Dick's Sporting Goods Inc Common Stock,231.24,20684163867.0,1268738,Consumer Discretionary
ENTG,Entegris Inc. Common Stock,135.28,20630200000.0,2227605,Industrials
CHRW,C.H. Robinson Worldwide Inc. Common Stock,174.23,20537020108.0,1512967,Industrials
FWONA,Liberty Media Corporation Series A Liberty Formula One Common Stock,81.91,20527113542.0,157925,Industrials
BURL,Burlington Stores Inc. Common Stock,324.51,20389051242.0,1030873,Consumer Discretionary
ALB,Albemarle Corporation Common Stock,171.58,20235227419.0,1676116,Industrials
CHTR,Charter Communications Inc. Class A Common Stock New,145.15,20173605546.0,2100907,Telecommunications
AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079,26.11,20053132776.0,5213,Utilities
GPN,Global Payments Inc. Common Stock,73.26,20039797323.0,2094383,Consumer Discretionary
SOFI,SoFi Technologies Inc. Common Stock  ,15.62,20036417544.0,57928347,Finance
LUV,Southwest Airlines Company Common Stock,40.86,19971293913.0,7028209,Consumer Discretionary
DD,DuPont de Nemours Inc. Common Stock,48.12,19725413245.0,2276652,Industrials
TTMI,TTM Technologies Inc. Common Stock,189.92,19723203205.0,3076928,Technology
LSCC,Lattice Semiconductor Corporation Common Stock,143.22,19622265280.0,1748650,Technology
NXT,Nextpower Inc. Class A Common Stock,130.5,19610818596.0,2803274,Industrials
BRO,Brown & Brown Inc. Common Stock,57.82,19597964167.0,2550312,Finance
EFX,Equifax Inc. Common Stock,164.04,19532637972.0,1055081,Finance
INCY,Incyte Corp. Common Stock,97.16,19408462796.0,879962,Health Care
VTRS,Viatris Inc. Common Stock,16.65,19389801689.0,7362454,Health Care
EVRG,Evergy Inc. Common Stock,83.94,19349263319.0,1609909,Utilities
PKG,Packaging Corporation of America Common Stock,215.91,19237288874.0,475707,Consumer Discretionary
SITM,SiTime Corporation Common Stock,728.56,19231673008.0,398835,Technology
IFF,International Flavors & Fragrances Inc. Common Stock,75.28,19219245447.0,1298376,Industrials
LNT,Alliant Energy Corporation Common Stock,73.95,19099586886.0,1950735,Utilities
SNX,TD SYNNEX Corporation Common Stock,237.34,19080022013.0,494583,Technology
SNA,Snap-On Incorporated Common Stock,366.65,18993172501.0,299153,Consumer Discretionary
AA,Alcoa Corporation Common Stock ,71.38,18836459278.0,6941423,Industrials
RS,Reliance Inc. Common Stock,367.0,18734807574.0,247180,Industrials
CF,CF Industries Holdings Inc. Common Stock,121.7,18696682646.0,1618707,Industrials
RGLD,Royal Gold Inc. Common Stock,220.29,18695263755.0,410746,Industrials
MRNA,Moderna Inc. Common Stock,46.88,18601339822.0,4218047,Health Care
BWXT,BWX Technologies Inc. Common Stock,202.91,18589528429.0,456850,Industrials
DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,23.78,18538798040.0,16038,Utilities
ROKU,Roku Inc. Class A Common Stock,125.55,18529119097.0,1595356,Telecommunications
DLTR,Dollar Tree Inc. Common Stock,94.98,18495019062.0,2397023,Consumer Discretionary
SOJE,Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060,16.89,18487215298.0,53143,Basic Materials
CDE,Coeur Mining Inc. Common Stock,17.63,18238424805.0,13060735,Basic Materials
IOT,Samsara Inc. Class A Common Stock,31.15,18151419054.0,3352727,Technology
WES,Western Midstream Partners LP Common Units Representing Limited Partner Interests,46.01,18117879407.0,1355539,Utilities
WMG,Warner Music Group Corp. Class A Common Stock,34.72,18110491132.0,3104952,Consumer Discretionary
APG,APi Group Corporation Common Stock,41.63,18035281182.0,1499789,Consumer Discretionary
FTV,Fortive Corporation Common Stock ,59.13,18026432172.0,2052261,Industrials
GIS,General Mills Inc. Common Stock,33.69,17979720234.0,6602389,Consumer Staples
RIVN,Rivian Automotive Inc. Class A Common Stock,14.22,17923141031.0,27029592,Industrials
ESS,Essex Property Trust Inc. Common Stock,276.7,17781535022.0,368173,Real Estate
USFD,US Foods Holding Corp. Common Stock,80.47,17721236658.0,1803467,Consumer Discretionary
RBC,RBC Bearings Incorporated Common Stock,559.95,17714219272.0,282298,Industrials
WCC,WESCO International Inc. Common Stock,363.57,17707637584.0,393848,Consumer Discretionary
ITT,ITT Inc. Common Stock ,195.01,17433894000.0,434065,Industrials
BR,Broadridge Financial Solutions Inc. Common Stock,150.49,17405417116.0,896003,Consumer Discretionary
INVH,Invitation Homes Inc. Common Stock,29.29,17399488891.0,4077877,Finance
PTC,PTC Inc. Common Stock,148.23,17121423400.0,929382,Technology
PR,Permian Resources Corporation Class A Common Stock,20.44,17114169255.0,7376430,Energy
WY,Weyerhaeuser Company Common Stock,23.66,17059877380.0,4040075,Real Estate
PAA,Plains All American Pipeline L.P. Common Units representing Limited Partner Interests,24.15,17038590144.0,2727688,Energy
TLN,Talen Energy Corporation Common Stock,372.45,16907370357.0,847817,Utilities
EWBC,East West Bancorp Inc. Common Stock,123.12,16866979777.0,818491,Finance
LII,Lennox International Inc. Common Stock,484.64,16865456492.0,367158,Industrials
FITBO,Fifth Third Bancorp Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock Series K,18.58,16839268562.0,13173,Finance
VNOM,Viper Energy Inc. Class A Common Stock,46.89,16834708602.0,1672136,Energy
WPC,W. P. Carey Inc. REIT,74.48,16589608540.0,1206370,Real Estate
TSCO,Tractor Supply Company Common Stock,31.62,16583096858.0,7565910,Consumer Discretionary
IP,International Paper Company Common Stock,31.29,16568586116.0,6173654,Basic Materials
ZBH,Zimmer Biomet Holdings Inc. Common Stock,85.5,16541042211.0,1809764,Health Care
DOCN,DigitalOcean Holdings Inc. Common Stock,158.46,16537548121.0,2269723,Technology
LOGI,Logitech International S.A. Ordinary Shares,112.63,16510312988.0,1761602,Technology
H,Hyatt Hotels Corporation Class A Common Stock,174.15,16398397111.0,779280,Consumer Discretionary
CG,The Carlyle Group Inc. Common Stock,45.43,16353638219.0,2306891,Finance
AMKR,Amkor Technology Inc. Common Stock,65.75,16297618059.0,5884928,Technology
NVR,NVR Inc. Common Stock,6036.99,16295598811.0,19596,Consumer Discretionary
KIM,Kimco Realty Corporation (HC) Common Stock,24.11,16259537885.0,3371070,Real Estate
NWS,News Corporation Class B Common Stock,29.68,16248219837.0,1022361,Consumer Discretionary
OKTA,Okta Inc. Class A Common Stock,92.24,16215893095.0,3006949,Technology
NDSN,Nordson Corporation Common Stock,289.9,16171665060.0,558522,Industrials
SSNC,SS&C Technologies Holdings Inc. Common Stock,67.04,16145513975.0,1951287,Technology
BEN,Franklin Resources Inc. Common Stock,31.02,16119144765.0,2563275,Finance
TPG,TPG Inc. Class A Common Stock,41.62,15995079757.0,1785948,Finance
TXT,Textron Inc. Common Stock,91.83,15968225125.0,843869,Industrials
GNRC,Generac Holdlings Inc. Common Stock,270.14,15902785485.0,1205288,Consumer Discretionary
SN,SharkNinja Inc. Ordinary Shares,112.03,15854528059.0,1131562,Consumer Discretionary
LDOS,Leidos Holdings Inc. Common Stock,126.01,15850226571.0,775888,Technology
GH,Guardant Health Inc. Common Stock,118.95,15772761555.0,2819859,Health Care
NBIX,Neurocrine Biosciences Inc. Common Stock,156.7,15756182336.0,758818,Health Care
SUI,Sun Communities Inc. Common Stock,127.75,15742729207.0,947521,Real Estate
NLY,Annaly Capital Management Inc. Common Stock,21.45,15711711144.0,4824123,Real Estate
OWL,Blue Owl Capital Inc. Class A Common Stock,10.06,15684046109.0,15726500,Finance
YUMC,Yum China Holdings Inc. Common Stock,44.56,15558006852.0,1352518,Consumer Discretionary
LAMR,Lamar Advertising Company Class A Common Stock,153.1,15535837963.0,523567,Real Estate
RMBS,Rambus Inc. Common Stock,142.98,15461423542.0,1600991,Technology
IEX,IDEX Corporation Common Stock,208.78,15452862557.0,673011,Industrials
DTM,DT Midstream Inc. Common Stock ,151.12,15416373512.0,523626,Utilities
PL,Planet Labs PBC Class A Common Stock,44.35,15351709347.0,9787659,Technology
HST,Host Hotels & Resorts Inc. Common Stock,22.38,15327598309.0,7644036,Real Estate
MAA,Mid-America Apartment Communities Inc. Common Stock,131.14,15262702934.0,863943,Real Estate
WSO,Watsco Inc. Common Stock,375.17,15253487031.0,436593,Consumer Discretionary
CLH,Clean Harbors Inc. Common Stock,286.92,15162583501.0,338621,Industrials
DECK,Deckers Outdoor Corporation Common Stock,106.67,15141803407.0,5163678,Consumer Discretionary
BALL,Ball Corporation Common Stock,56.51,15045590337.0,1659023,Industrials
GEN,Gen Digital Inc. Common Stock,24.82,15032574871.0,5733604,Technology
THC,Tenet Healthcare Corporation Common Stock,173.78,14968887860.0,1005543,Health Care
APOS,Apollo Global Management Inc. 7.625% Fixed-Rate Resettable Junior Subordinated Notes due 2053,26.14,14887625844.0,12727,Finance
MLI,Mueller Industries Inc. Common Stock,133.39,14749014068.0,491213,Industrials
PFGC,Performance Food Group Company Common Stock,93.63,14708322749.0,902279,Consumer Discretionary
PNFP,Pinnacle Financial Partners Inc. Common stock,97.15,14680026786.0,689739,Finance
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,16.32,14653286397.0,33799,Finance
SMTC,Semtech Corporation Common Stock,156.78,14598491467.0,6408627,Technology
AAOI,Applied Optoelectronics Inc. Common Stock,181.49,14563259783.0,10259961,Technology
REG,Regency Centers Corporation Common Stock,78.84,14435350924.0,996960,Real Estate
LECO,Lincoln Electric Holdings Inc. Common Shares,263.43,14432568387.0,268474,Industrials
SUN,Sunoco LP Common Units representing limited partner interests,70.31,14401086287.0,392333,Energy
VLYPN,Valley National Bancorp 8.250% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series C,25.85,14324298706.0,6926,Finance
OHI,Omega Healthcare Investors Inc. Common Stock,47.9,14264715800.0,2013864,Real Estate
NWSA,News Corporation Class A Common Stock,25.89,14173396616.0,3844096,Consumer Discretionary
ARXS,Arxis Inc. Class A Common Stock,34.8,14171499322.0,321350,Industrials
CDW,CDW Corporation Common Stock,110.82,14157637440.0,1519870,Technology
SLMBP,SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B,74.97,14138816835.0,173,Finance
BEPC,Brookfield Renewable Corporation Brookfield Renewable Corporation Class A Subordinate Voting Shares,37.5,14133233775.0,1345847,Utilities
SGI,Somnigroup International Inc. Common Stock,66.89,14069684339.0,2461776,Consumer Discretionary
RGA,Reinsurance Group of America Incorporated Common Stock,214.04,14022437409.0,296683,Finance
VLYPP,Valley National Bancorp 6.25% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,25.165,13944718644.0,1391,Finance
VLYPO,Valley National Bancorp 5.50% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series B,25.06,13886534839.0,8275,Finance
TME,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares,8.81,13866098645.0,15138114,Consumer Discretionary
AUR,Aurora Innovation Inc. Class A Common Stock,7.07,13865705839.0,25495626,Technology
CSGP,CoStar Group Inc. Common Stock,33.95,13863676524.0,4615862,Finance
MOD,Modine Manufacturing Company Common Stock,260.52,13737531442.0,1346724,Consumer Discretionary
APA,APA Corporation Common Stock,38.8,13714644808.0,3872722,Energy
RBRK,Rubrik Inc. Class A Common Stock,66.59,13704876979.0,2428346,Technology
TRU,TransUnion Common Stock,70.66,13623248000.0,1568029,Finance
DOC,Healthpeak Properties Inc. Common Stock,19.73,13602250720.0,5630963,Real Estate
MAS,Masco Corporation Common Stock,67.26,13568658233.0,2337717,Industrials
J,Jacobs Solutions Inc. Common Stock,114.69,13542696013.0,892986,Industrials
GLPI,Gaming and Leisure Properties Inc. Common Stock,47.78,13541847066.0,1318308,Real Estate
JLL,Jones Lang LaSalle Incorporated Common Stock,291.69,13532541892.0,235902,Finance
BBIO,BridgeBio Pharma Inc. Common Stock,69.12,13527316362.0,1826499,Health Care
CSL,Carlisle Companies Incorporated Common Stock,333.8,13507242369.0,308487,Industrials
UNM,Unum Group Common Stock,84.52,13504287382.0,913468,Finance
BWA,BorgWarner Inc. Common Stock,65.82,13500665417.0,4194153,Consumer Discretionary
ARMK,Aramark Common Stock,51.26,13478999691.0,2005489,Consumer Discretionary
GPC,Genuine Parts Company Common Stock,97.87,13469314219.0,959079,Consumer Discretionary
TOST,Toast Inc. Class A Common Stock,23.16,13432800000.0,7536360,Technology
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,21.205,13425858279.0,13492,Utilities
EVR,Evercore Inc. Class A Common Stock,346.12,13388781362.0,280671,Finance
RRX,Regal Rexnord Corporation Common Stock,200.78,13365838867.0,482374,Consumer Discretionary
ARCC,Ares Capital Corporation Common Stock,18.59,13348044689.0,4518864,Finance
SOLV,Solventum Corporation Common Stock,76.83,13305013123.0,1629328,Health Care
TYL,Tyler Technologies Inc. Common Stock,313.25,13208955279.0,358075,Technology
SANM,Sanmina Corporation Common Stock,246.44,13208625813.0,781464,Technology
IESC,IES Holdings Inc. Common Stock,659.65,13142792060.0,141457,Industrials
TRMB,Trimble Inc. Common Stock,56.34,13133502980.0,2181618,Industrials
APLD,Applied Digital Corporation Common Stock,45.87,13108248754.0,22155321,Finance
FNF,Fidelity National Financial Inc. Common Stock,48.61,13083748019.0,1027792,Finance
ONTO,Onto Innovation Inc. Common Stock,262.25,13045250446.0,813041,Industrials
NIO,NIO Inc. American depositary shares each  representing one Class A ordinary share,5.2,13029468514.0,87607830,Industrials
BBY,Best Buy Co. Inc. Common Stock,61.63,12985144375.0,5502130,Consumer Discretionary
SOLS,Solstice Advanced Materials Inc. Common Stock ,81.76,12983837360.0,1877552,Industrials
ALLY,Ally Financial Inc. Common Stock,42.35,12981251676.0,2566047,Finance
PEN,Penumbra Inc. Common Stock,328.69,12927846083.0,508539,Health Care
SMMT,Summit Therapeutics Inc. Common Stock ,16.62,12899823160.0,6890530,Health Care
RPM,RPM International Inc. Common Stock,100.9,12877516574.0,798487,Consumer Discretionary
CET,Central Securities Corporation Common Stock,53.15,12863639380.0,31333,Finance
MKC,McCormick & Company Incorporated Common Stock,47.8,12845053566.0,2680272,Consumer Staples
DVA,DaVita Inc. Common Stock,198.52,12744984000.0,628742,Health Care
TOL,Toll Brothers Inc. Common Stock,134.33,12721991310.0,1047862,Consumer Discretionary
CRBG,Corebridge Financial Inc. Common Stock,27.74,12669776777.0,5740011,Finance
HII,Huntington Ingalls Industries Inc. Common Stock,320.63,12634113818.0,286480,Industrials
AIZ,Assurant Inc. Common Stock,254.82,12625728860.0,267651,Finance
EXEL,Exelixis Inc. Common Stock,50.15,12605457412.0,1543315,Health Care
DINO,HF Sinclair Corporation Common Stock,69.91,12603055801.0,1191866,Energy
GGG,Graco Inc. Common Stock,75.63,12552173227.0,996231,Industrials
NTNX,Nutanix Inc. Class A Common Stock,47.12,12496794011.0,5829260,Technology
IONS,Ionis Pharmaceuticals Inc. Common Stock,75.56,12487238731.0,1579206,Health Care
PNW,Pinnacle West Capital Corporation Common Stock,102.94,12475006868.0,948232,Utilities
HAS,Hasbro Inc. Common Stock,88.1,12465329965.0,2235327,Consumer Discretionary
DKNG,DraftKings Inc. Class A Common Stock,25.12,12462755883.0,9806594,Consumer Discretionary
SWKS,Skyworks Solutions Inc. Common Stock,82.42,12396459470.0,5335820,Technology
MEDP,Medpace Holdings Inc. Common Stock,432.8,12360633399.0,233334,Health Care
AEIS,Advanced Energy Industries Inc. Common Stock,324.86,12354639233.0,606485,Technology
UDR,UDR Inc. Common Stock,38.01,12350043971.0,4736127,Real Estate
DY,Dycom Industries Inc. Common Stock,411.2,12343647909.0,442990,Industrials
